"STATION","NAME","DATE","AWND","PGTM","PRCP","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT08"
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-08-29","7.16"," 2143","0.12","88","64","   70","   70","32.0","38.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-08-30","7.61"," 1556","0.00","91","63","  270","  280","16.1","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-08-31","5.82"," 2220","0.01","92","65","  270","  270","18.1","21.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-01","8.72"," 1328","0.00","92","66","  130","  130","21.9","28.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-02","8.50"," 1515","0.00","93","64","  280","   50","23.9","29.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-03","7.61"," 1358","0.00","94","63","  140","  120","29.1","36.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-04","9.17"," 1223","0.00","93","66","  120","  120","25.9","34.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-05","6.93"," 1045","0.00","91","64","   80","   90","16.1","23.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-06","7.38"," 1529","0.01","93","70","   60","   70","25.9","32.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-07","8.05"," 1323","0.01","91","67","  230","  250","25.1","38.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-08","11.86"," 2134","0.00","88","63","  270","  240","23.0","30.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-09","10.51"," 1337","0.00","86","63","  280","  270","19.9","27.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-10","11.86"," 1426","0.00","84","64","  230","  220","23.0","30.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-11","9.62"," 1112","0.00","85","64","  270","  210","18.1","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-12","4.92"," 1110","0.00","90","61","   90","   80","14.1","19.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-13","8.50"," 2134","0.00","90","64","  140","  140","36.9","44.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-14","13.20"," 1332","0.00","79","61","   80","   80","29.1","34.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-15","6.93"," 1629","0.07","83","60","  310","  310","21.0","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-16","6.49"," 1427","0.07","87","59","   20","   20","25.9","33.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-17","6.04"," 2306","0.00","87","57","  300","  160","16.1","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-18","7.38"," 1654","0.00","90","59","  320","  320","17.0","19.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-19","10.51"," 1544","0.00","88","63","  270","  270","21.0","28.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-20","12.30"," 1458","0.00","86","60","  250","  250","23.0","31.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-21","8.05"," 1617","0.00","85","60","  260","  260","21.0","25.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-22","10.29"," 1036","0.00","83","61","  230","  100","19.9","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-23","9.84"," 1606","0.01","86","63","  230","  270","23.9","30.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-24","10.07"," 1613","2.32","64","56","  120","  120","23.9","30.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-25","6.26"," 1640","0.50","70","57","  140","  150","18.1","25.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-26","7.38"," 1340","0.00","79","55","  230","  250","23.0","29.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-27","7.61"," 1315","0.00","75","54","  310","  310","18.1","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-28","6.26"," 2252","0.00","80","54","  220","  220","19.9","23.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-29","9.62"," 1214","0.00","82","57","  240","  250","18.1","30.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-09-30","8.05"," 1556","0.00","86","53","  280","  260","17.0","21.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-01","10.74"," 1130","0.00","81","53","  270","  270","21.9","29.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-02","5.82"," 1115","0.00","81","52","   60","   60","14.1","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-03","6.71"," 1158","0.00","85","57","  260","  200","18.1","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-04","8.72"," 1548","0.00","81","61","  270","  280","17.0","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-05","6.71"," 1446","0.00","84","55","  300","  290","18.1","23.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-06","5.59"," 1416","0.00","84","55","  280","  310","14.1","18.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-07","8.50"," 1001","0.00","86","56","   90","   70","18.1","27.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-08","8.95"," 1507","0.00","85","57","  270","  270","23.9","29.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-09","12.97"," 0932","0.00","81","52","  220","  230","25.1","32.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-10","9.62"," 1518","0.00","80","53","  280","  250","23.0","27.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-11","8.72"," 1928","0.00","79","49","   70","   50","18.1","25.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-12","8.05"," 1401","0.00","80","49","  250","  240","19.9","23.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-13","5.82"," 1454","0.00","80","49","  270","  260","15.0","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-14","8.05"," 2057","0.00","78","52","  230","  230","25.1","28.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-15","6.04"," 1141","0.00","79","53","   70","   60","15.0","18.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-16","8.50"," 1252","0.00","81","54","  130","  120","18.1","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-17","10.51"," 2211","0.00","82","54","  230","  210","23.0","33.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-18","14.32"," 1020","0.00","74","51","  270","  250","29.1","38.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-19","7.16"," 1518","0.00","77","44","  270","  260","16.1","19.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-20","11.18"," 1559","0.00","75","47","  320","  320","21.9","27.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-21","6.93"," 1333","0.00","78","42","  310","  310","16.1","19.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-22","8.05"," 0916","0.00","79","45","  110","  120","21.9","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-23","6.49"," 1828","0.00","81","48","  330","  300","16.1","21.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-24","8.50"," 1429","0.00","78","48","  310","  310","18.1","21.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-25","20.36"," 1159","0.00","66","43","   80","   80","33.1","40.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-26","8.50"," 1553","0.00","80","40","  270","  260","17.0","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-27","17.00"," 1645","0.00","76","49","  220","  220","38.0","47.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-28","12.30"," 0024","0.00","70","47","  210","  220","25.1","33.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-29","14.09"," 1434","0.00","71","41","  240","  250","30.0","38.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-30","9.17"," 1440","0.00","63","40","   40","   40","16.1","19.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-10-31","11.41"," 1932","0.00","66","33","   10","  340","23.0","48.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-01","5.37"," 1851","0.00","77","43","   80","  160","13.0","21.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-02","8.05"," 1218","0.00","75","46","   80","   80","18.1","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-03","6.26"," 1359","0.00","76","49","  250","  250","17.0","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-04","6.26"," 1500","0.00","78","45","  270","  250","15.0","17.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-06","7.38"," 1343","0.01","76","54","  230","  260","21.0","27.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-07","6.04"," 1228","0.00","73","46","   90","   70","16.1","19.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-08","11.41"," 1929","0.00","71","49","   90","   80","23.0","28.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-09","7.61"," 1025","0.00","75","46","  100","   80","17.0","21.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-10","7.38"," 1540","0.00","74","52","  280","  230","19.9","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-11","6.26"," 1216","0.00","70","53","  260","  120","12.1","14.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-12","13.87"," 0940","0.00","62","39","  120","   90","25.9","35.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-13","7.38"," 1522","0.00","73","37","  300","  290","17.0","21.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-14","5.82"," 1752","0.00","75","44","  150","   50","15.0","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-15","7.83"," 0955","0.00","73","43","   80","   60","17.0","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-16","5.37"," 1411","0.00","74","49","  260","  260","15.0","17.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-17","6.26"," 1214","0.00","72","46","  140","  130","18.1","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-19","6.49"," 2334",,"72","47","  220","  220","31.1","40.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-20","19.01"," 2133","0.07","60","51","  200","  210","31.1","46.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-21","14.32"," 0636","0.67","52","41","  210","  200","33.1","46.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-23","9.62"," 1200","0.00","62","39","   90","   80","21.0","25.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-24","4.47"," 1528","0.00","70","41","  270","  290","14.1","16.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-25","16.55"," 2116","0.00","66","47","  210","  220","33.1","44.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-26","12.75"," 1309","0.00","56","40","  250","  270","25.9","32.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-27","7.16"," 1430","1.57","50","40","  270","  130","19.9","23.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-28","18.34"," 2101","0.20","59","43","  200","  210","36.9","53.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-29","20.13"," 0833","0.82","54","38","  270","  270","45.0","55.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-11-30","7.38"," 0344","0.00","54","35","  250","  250","16.1","19.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-01","6.93"," 1252","0.00","63","32","   80","   80","15.0","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-02","4.92"," 1159","0.00","65","36","   90","   70","14.1","17.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-03","5.14"," 2026","0.00","67","38","  250","   30","12.1","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-04","9.62"," 1359","0.03","69","48","  240","  230","21.9","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-05","10.51"," 0954","0.00","63","42","  250","  220","21.9","27.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-06","4.92"," 1404","0.00","66","41","   70","   60","13.0","15.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-07","4.92"," 1505","0.00","71","47","  300","  290","17.0","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-08","11.86"," 0833","0.04","59","48","  230","  220","23.9","29.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-09","8.95"," 1317","0.15","59","39","  280","  280","35.1","45.0","    1",,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-10","7.61"," 1148","0.00","56","37","   80","   80","17.0","25.1",,"    1",
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-11","5.82"," 1102","0.00","60","36","   90","   90","17.0","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-12","4.92"," 1807","0.00","67","34","  240","  250","14.1","16.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-13","7.61"," 1457","0.00","72","39","  260","  260","19.9","25.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-14","14.99"," 1302","0.00","70","43","  260","  260","29.1","36.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-15","15.43"," 1413","0.00","64","37","  270","  270","32.0","38.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-16","6.71"," 1506","0.00","52","29","   50","   90","15.0","19.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-17","17.22"," 2115",,"47","25","   90","  120","31.1","38.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-18","17.00"," 1143","0.00","51","25","  120","   90","28.0","34.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-19","6.93"," 1400","0.00","60","27","  290","  270","16.1","19.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-20","11.18"," 1306","0.00","60","30","   80","   90","21.9","25.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-21","10.07"," 1316","0.00","62","30","   80","   80","17.0","21.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-22","6.71"," 1151","0.00","64","36","   90","   80","18.1","23.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-23","5.59"," 2024","0.00","57","39","  190","  200","23.0","32.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-24","10.07"," 0922","0.27","54","38","  210","  200","31.1","38.0","    1",,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-25","10.51"," 1343","0.01","52","32","  230","  240","29.1","36.9",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-26","8.28"," 1423","0.00","57","33","  200","  200","23.0","32.0",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-27","12.30"," 1221","0.40","46","32","  230","  230","25.1","32.0","    1",,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-28","15.66"," 1530","0.01","39","29","  260","  260","32.0","38.9","    1",,"    1"
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-29","5.82"," 0025","0.00","46","22","  270","  240","13.0","14.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-30","8.72"," 1301","0.00","54","27","   80","   80","21.0","25.1",,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","2019-12-31","11.41"," 0604","0.00","54","34","   90","  350","18.1","25.1",,,
